age,gender,height,weight,bf
63.0,0,150.0,53.0,34.9
26.0,1,185.8,101.4,21.1
24.0,0,153.8,51.3,31.9
48.0,0,156.4,48.3,16.3
61.0,0,158.8,55.94,31.1
63.0,1,168.7,67.6,20.9
60.0,1,169.5,79.5,29.4
21.0,0,162.0,54.5,17.7
45.0,1,172.4,71.0,19.9
32.0,0,154.0,53.2,24.5
26.0,1,167.8,80.5,32.3
60.0,0,155.6,72.5,36.5
28.0,1,171.3,76.0,20.5
24.0,1,178.1,71.6,10.1
43.0,0,168.0,64.0,26.0
31.0,1,183.0,76.3,14.6
51.0,1,172.8,65.7,20.4
45.0,1,171.9,67.3,28.7
25.0,1,173.7,83.86,17.9
21.0,1,166.8,72.7,22.4
49.0,1,166.3,97.42,47.4
22.0,0,167.0,68.8,26.6
45.0,1,172.5,76.8,22.7
24.0,1,179.3,73.4,16.2
27.0,1,162.3,67.66,20.9
36.0,1,180.0,98.9,38.0
30.0,0,172.3,60.4,30.0
24.0,1,173.0,71.0,11.0
39.0,0,159.5,56.7,28.7
26.0,0,171.0,61.9,28.7
21.0,1,183.2,76.4,10.4
21.0,1,174.5,67.5,13.7
37.0,0,162.6,54.1,28.8
22.0,0,170.3,67.9,32.8
29.0,1,172.9,70.5,17.0
21.0,1,165.3,63.5,15.1
39.0,0,154.9,55.8,32.1
22.0,0,154.8,49.9,29.4
62.0,1,166.3,63.7,23.9
26.0,1,178.6,73.94,11.7
27.0,1,167.0,68.3,21.7
57.0,1,175.1,73.1,30.5
21.0,1,174.8,65.0,21.7
30.0,1,173.4,83.34,26.7
28.0,1,168.0,92.0,39.0
54.0,0,159.2,62.02,33.6
52.0,0,169.7,53.4,23.6
37.0,1,180.0,87.7,21.8
31.0,1,162.0,75.3,27.8
23.0,0,171.4,63.8,21.4
33.0,1,183.0,89.6,23.0
37.0,1,177.8,88.6,29.5
50.0,1,174.1,83.5,28.8
64.0,1,164.2,70.7,22.6
26.0,0,170.5,63.0,29.9
42.0,1,163.0,62.1,20.1
21.0,0,156.5,53.8,25.2
59.0,1,162.7,74.1,33.7
25.0,0,160.8,54.6,25.4
22.0,0,170.8,53.5,20.4
47.0,0,158.0,47.0,22.7
22.0,1,175.3,103.3,35.7
62.0,1,171.8,64.5,17.6
30.0,1,168.0,81.0,18.9
62.0,0,156.9,48.5,22.3
28.0,0,162.1,45.48,20.0
22.0,0,161.9,63.8,32.7
29.0,1,174.3,75.94,18.8
39.0,0,163.5,55.0,28.9
34.0,0,157.4,57.4,27.7
49.0,1,172.6,69.7,30.1
40.0,0,168.5,64.5,28.0
36.0,0,154.0,56.7,33.2
36.0,1,181.5,84.8,27.4
50.0,1,172.8,73.6,29.0
33.0,0,160.0,50.7,20.2
25.0,1,181.7,88.7,22.3
46.0,0,161.4,79.8,38.0
30.0,1,173.4,83.6,27.2
27.0,0,166.2,78.5,36.3
64.0,1,169.5,73.2,23.3
37.0,1,175.6,78.3,21.0
48.0,1,169.1,72.2,26.1
44.0,1,183.7,77.8,22.1
59.0,1,163.2,61.7,14.4
31.0,0,160.7,54.3,27.9
23.0,1,172.7,77.0,18.0
27.0,1,170.5,66.6,12.4
36.0,1,171.8,73.3,24.7
50.0,1,172.2,67.0,13.2
47.0,1,168.8,68.4,26.7
28.0,0,161.7,54.5,29.4
47.0,0,168.6,67.3,26.4
26.0,0,162.5,60.88,32.9
57.0,1,172.6,66.4,19.3
34.0,1,165.1,62.3,16.2
61.0,1,163.3,60.3,13.5
37.0,1,163.0,59.8,24.9
28.0,0,172.8,64.6,25.2
25.0,0,153.4,45.9,17.5
26.0,0,163.0,52.7,30.8
41.0,1,163.2,61.9,11.9
58.0,1,169.1,73.9,22.7
23.0,1,178.4,76.4,13.5
48.0,0,154.2,52.2,26.6
48.0,1,174.6,74.9,22.0
24.0,0,152.4,42.5,23.4
26.0,1,179.4,70.6,11.4
21.0,0,165.2,50.2,22.3
26.0,0,165.7,66.1,32.2
39.0,0,154.9,46.6,32.0
40.0,1,183.5,77.4,19.8
54.0,1,171.0,75.4,26.7
38.0,1,170.8,78.3,34.3
39.0,1,185.4,80.76,15.8
45.0,1,173.5,77.9,17.1
55.0,0,155.0,60.7,32.0
46.0,0,167.0,58.04,19.6
57.0,0,153.0,57.6,34.7
22.0,0,166.5,52.4,26.6
32.0,1,169.0,76.8,19.4
63.0,1,169.1,62.7,18.7
25.0,0,166.5,60.7,35.2
38.0,1,179.4,80.0,16.8
21.0,1,169.1,66.7,23.3
22.0,1,176.0,76.8,10.2
50.0,0,155.7,53.5,30.8
29.0,1,173.8,77.5,24.2
64.0,1,168.2,67.7,20.9
49.0,1,156.6,64.6,31.0
25.0,1,182.0,81.2,19.3
61.0,0,147.9,64.7,44.7
27.0,1,180.2,79.9,16.5
27.0,0,158.4,50.4,28.3
22.0,0,164.1,60.8,32.4
26.0,0,163.5,50.3,28.7
42.0,1,185.3,89.6,20.2
28.0,0,164.3,52.7,29.7
28.0,0,162.1,52.9,22.7
23.0,1,175.0,73.18,14.3
26.0,1,173.1,77.7,21.1
32.0,1,178.1,70.9,17.2
24.0,1,181.3,74.9,12.0
39.0,1,164.7,59.4,19.9
39.0,1,183.0,72.0,7.7
24.0,0,163.3,51.3,26.4
39.0,1,180.7,81.0,15.7
25.0,1,181.7,81.0,18.1
37.0,0,167.0,57.3,21.2
30.0,1,182.5,86.2,28.3
60.0,1,176.5,66.4,20.2
27.0,1,172.9,84.2,27.1
24.0,0,161.9,50.8,22.0
42.0,1,165.1,54.4,14.5
42.0,0,167.9,54.3,18.0
38.0,0,157.4,52.1,15.2
23.0,1,170.5,66.9,11.9
25.0,1,169.1,55.9,9.9
28.0,1,164.0,79.7,30.7
42.0,0,153.5,47.2,23.7
45.0,0,158.9,54.1,30.4
38.0,1,174.9,90.9,36.0
36.0,0,156.2,63.5,34.3
21.0,0,174.0,64.64,23.2
54.0,0,160.3,52.7,27.8
41.0,0,164.1,72.5,35.3
23.0,1,167.9,66.3,23.1
27.0,0,158.8,50.7,22.9
39.0,1,181.5,79.5,12.2
53.0,0,154.0,48.4,32.9
30.0,1,170.6,82.0,18.9
28.0,1,176.5,68.0,16.7
33.0,1,179.0,73.8,13.7
30.0,1,174.4,62.14,17.7
23.0,1,175.5,93.9,27.3
48.0,0,162.2,60.9,20.4
22.0,1,184.7,84.9,9.0
26.0,1,181.7,70.1,18.6
30.0,1,165.0,75.6,27.5
28.0,0,173.4,66.3,24.5
60.0,0,161.8,48.4,20.9
25.0,1,190.2,76.0,12.0
21.0,1,175.5,60.8,9.7
21.0,1,179.9,75.0,12.39132
62.0,1,172.4,59.1,10.8
30.0,1,173.0,76.6,18.9
26.0,1,171.2,74.1,13.2
23.0,1,171.8,64.56,13.0
26.0,1,178.3,86.1,23.1
23.0,1,178.8,80.8,20.5
36.0,1,171.2,68.1,20.7
23.0,1,173.0,68.7,10.2
22.0,1,174.4,56.2,9.0
46.0,1,171.7,74.5,25.9
37.0,1,179.5,76.7,19.3
26.0,1,181.4,74.04,15.2
61.0,1,159.2,67.6,25.4
64.0,1,171.5,77.2,28.2
62.0,0,151.0,60.9,28.9
33.0,1,169.0,87.0,22.6
21.0,0,168.2,55.7,22.0
31.0,1,172.5,69.0,15.7
46.0,0,162.3,61.2,21.7
62.0,0,150.2,47.7,27.4
56.0,1,174.2,71.3,32.3
27.0,0,164.1,52.3,26.6
22.0,1,178.2,72.5,9.7
25.0,1,177.1,85.48,22.4
39.0,1,175.0,81.5,22.3
46.0,0,157.4,50.8,24.0
23.0,1,173.0,63.4,14.6
47.0,1,173.8,68.5,17.2
25.0,1,173.9,70.2,11.94574
32.0,0,159.2,55.1,30.1
22.0,0,176.2,68.8,26.1
22.0,1,166.8,61.6,11.4
28.0,1,180.2,93.9,28.4
40.0,0,158.1,54.0,24.5
22.0,1,174.7,83.1,23.3
34.0,0,167.9,56.6,23.8
31.0,1,169.9,79.5,28.9
46.0,1,171.3,65.86,8.3
63.0,1,160.5,59.1,30.7
56.0,1,175.8,66.8,18.2
44.0,1,173.9,94.3,29.4
23.0,1,165.4,72.98,20.3
27.0,1,171.2,63.74,19.6
63.0,0,153.1,53.0,30.2
63.0,1,160.4,60.6,25.1
58.0,1,171.1,64.4,23.8
56.0,0,139.5,44.8,32.3
55.0,0,154.0,56.0,33.1
61.0,0,161.4,58.1,26.1
32.0,1,173.5,61.2,15.8
30.0,1,185.1,87.0,34.2
32.0,1,177.8,90.7,21.0
30.0,1,175.5,61.2,16.3
53.0,1,166.9,67.9,24.6
27.0,0,167.8,60.9,17.0
54.0,1,167.7,65.2,17.4
57.0,1,174.8,78.7,23.6
22.0,0,161.8,43.9,24.2
39.0,0,161.4,48.16,22.4
27.0,0,158.9,47.3,18.1
62.0,1,172.7,79.0,26.1
21.0,0,168.9,56.3,25.9
30.0,1,168.5,63.5,19.0
51.0,1,166.2,70.84,22.3
36.0,1,183.2,83.8,19.3
63.0,1,170.8,68.3,14.6
61.0,0,161.3,57.0,35.1
59.0,0,153.5,52.8,28.3
61.0,0,160.7,58.4,25.3
21.0,1,173.9,72.4,22.4
28.0,1,171.3,59.6,16.7
24.0,0,158.4,54.34,29.5
26.0,1,175.6,71.1,20.7
29.0,1,178.1,68.38,23.7
24.0,1,181.6,93.5,25.7
44.0,0,155.2,57.1,32.4
27.0,1,174.7,73.0,20.0
58.0,0,157.5,48.6,19.3
42.0,1,175.0,78.6,25.9
30.0,1,185.0,79.0,14.1
29.0,1,169.9,69.28,22.4
29.0,1,179.9,87.3,22.8
47.0,1,173.1,73.5,22.2
48.0,1,170.5,66.5,23.2
45.0,1,173.8,72.1,23.1
32.0,0,163.2,55.0,27.6
25.0,1,176.6,78.6,24.2
45.0,1,180.3,79.7,24.1
63.0,1,165.5,68.3,23.4
27.0,0,162.5,57.3,28.0
41.0,1,167.5,73.5,25.8
22.0,0,158.7,50.6,27.4
48.0,0,159.4,52.4,24.7
24.0,0,160.1,51.0,23.8
61.0,1,166.6,62.7,18.4
21.0,1,175.5,78.7,14.4
39.0,0,153.0,53.6,29.1
24.0,0,160.6,61.3,34.5
26.0,1,181.6,73.1,15.6
34.0,1,171.8,87.6,18.5
26.0,1,170.1,62.6,12.5
32.0,1,173.1,73.7,22.1
30.0,1,177.8,82.3,19.5
22.0,1,170.0,66.6,25.5
24.0,1,177.7,82.04,25.8
24.0,0,162.7,51.7,21.4
23.0,1,172.0,75.5,22.1
28.0,1,181.5,68.94,13.6
28.0,1,180.8,90.6,10.2
34.0,1,188.5,118.8,31.5
54.0,1,169.1,65.3,23.0
50.0,1,173.9,74.3,25.0
27.0,0,167.5,58.2,33.1
27.0,0,160.7,64.8,27.2
51.0,1,180.8,68.6,12.8
59.0,0,145.0,48.2,34.0
22.0,1,173.0,70.8,16.0
27.0,1,180.7,86.5,22.9
46.0,1,173.6,81.4,25.5
56.0,0,163.3,66.62,38.0
30.0,1,178.5,82.2,23.1
23.0,0,157.4,49.3,25.5
30.0,1,187.4,91.2,17.9
27.0,0,154.5,84.5,42.2
32.0,1,167.8,66.1,23.3
26.0,0,165.0,62.8,18.6
50.0,0,157.1,60.1,36.7
56.0,1,174.9,71.3,15.8
45.0,0,156.5,56.8,30.4
60.0,1,166.5,66.9,26.4
63.0,1,168.7,59.48,20.9
21.0,0,169.3,60.18,23.3
23.0,1,177.2,70.8,22.8
27.0,0,162.6,51.5,20.8
40.0,0,166.1,51.0,18.5
50.0,0,157.0,51.1,21.5
33.0,0,161.3,54.8,30.56
28.0,0,166.1,65.6,31.2
27.0,1,189.5,72.5,11.8
31.0,1,178.0,87.2,32.4
22.0,1,171.1,75.0,20.2
21.0,1,175.4,76.84,12.9
26.0,1,178.3,68.4,17.2
26.0,1,163.0,74.4,19.1
22.0,1,172.3,68.5,13.7
21.0,0,160.8,54.9,26.1
21.0,0,158.5,61.6,32.1
24.0,1,186.7,71.8,20.4
22.0,1,170.1,69.0,21.6
46.0,1,160.2,76.2,35.4
62.0,1,156.4,55.84,25.3
30.0,1,175.8,73.8,16.2
23.0,1,179.2,75.4,9.7
51.0,1,160.7,58.7,9.4
35.0,0,170.8,79.7,32.1
48.0,1,166.7,64.0,23.4
24.0,1,170.9,63.1,11.7
27.0,1,175.6,70.0,8.4
42.0,0,159.2,57.9,32.3
64.0,0,151.9,47.6,29.4
32.0,0,164.1,54.4,27.3
45.0,1,170.0,76.4,20.6
58.0,1,175.5,66.6,15.9
22.0,1,163.6,61.7,15.1
32.0,1,170.2,70.0,11.3
40.0,0,168.6,61.0,17.9
25.0,1,172.9,70.2,14.6
24.0,1,171.1,68.1,18.5
23.0,0,162.4,61.52,33.3
33.0,1,178.0,84.0,27.5
33.0,1,178.0,78.3,13.5
53.0,0,156.1,54.0,25.1
51.0,0,165.8,58.0,23.9
58.0,1,167.4,65.52,16.7
29.0,0,157.9,59.0,31.8
32.0,1,173.0,68.9,32.0
25.0,1,172.8,66.3,13.9
26.0,0,162.1,60.3,28.5
60.0,1,169.7,78.1,30.8
59.0,1,163.5,65.7,24.5
44.0,1,182.2,79.44,17.3
57.0,1,162.4,65.8,27.6
24.0,0,169.6,71.48,36.7
36.0,1,182.4,86.3,21.5
24.0,0,161.5,59.24,27.6
24.0,1,170.1,68.9,15.9
59.0,1,160.8,58.2,23.5
48.0,1,166.3,67.12,16.6
44.0,1,179.0,92.9,29.5
63.0,1,170.4,67.2,21.6
27.0,1,172.1,73.2,21.9
29.0,1,172.0,66.3,11.7
48.0,1,167.6,66.4,16.1
39.0,0,152.9,42.2,21.5
53.0,1,174.5,69.2,18.8
35.0,1,173.8,97.6,31.0
57.0,1,167.1,73.3,30.8
24.0,1,181.4,87.0,18.1
50.0,1,175.0,81.3,18.5
23.0,1,174.3,72.1,14.1
23.0,0,159.4,56.6,26.8
56.0,1,168.4,85.5,33.3
24.0,1,172.0,68.24,21.3
52.0,0,152.1,49.5,30.0
59.0,0,156.7,55.82,30.6
29.0,1,169.7,66.6,16.3
26.0,1,174.3,80.1,11.5
43.0,0,167.5,51.4,18.3
23.0,1,180.5,85.78,22.7
52.0,1,167.2,79.2,28.5
28.0,1,168.8,61.2,14.8
51.0,0,167.7,58.2,20.6
24.0,0,163.8,58.2,32.9
59.0,1,177.5,73.9,21.9
26.0,1,164.8,60.74,16.0
47.0,0,160.5,61.6,40.3
59.0,1,164.6,57.2,18.6
38.0,0,158.6,58.4,34.7
29.0,1,169.6,62.8,12.5
32.0,1,168.5,66.8,18.9
36.0,1,172.5,72.7,21.8
24.0,1,155.9,55.28,18.8
46.0,0,150.0,72.8,41.2
28.0,1,174.6,74.7,25.4
50.0,0,157.3,51.8,31.0
50.0,0,167.2,60.1,27.8
56.0,1,175.1,81.5,22.0
26.0,1,177.9,74.74,24.4
24.0,1,177.8,75.7,22.2
46.0,0,153.1,64.8,35.2
37.0,0,168.8,57.6,23.1
61.0,0,157.2,49.2,21.4
30.0,1,175.5,72.4,16.2
34.0,1,167.4,68.9,22.5
62.0,1,170.0,72.7,22.5
62.0,1,168.7,71.8,24.5
22.0,1,164.2,60.8,15.7
54.0,0,169.1,51.9,21.9
36.0,1,172.4,67.7,12.1
48.0,0,155.2,64.6,32.6
40.0,1,181.6,78.7,21.3
49.0,1,169.7,67.74,20.5
24.0,1,176.7,76.6,20.4
46.0,0,165.5,58.0,10.21084
37.0,0,155.7,53.8,30.1
30.0,1,174.2,70.1,15.0
60.0,1,180.0,84.1,27.3
30.0,1,180.7,86.6,17.7
23.0,0,155.5,46.5,25.2
53.0,1,165.5,72.0,28.0
43.0,1,173.8,85.5,28.6
22.0,0,160.1,54.4,25.8
46.0,1,179.0,78.4,20.8
30.0,1,171.3,70.1,15.4
34.0,1,182.4,90.3,17.7
45.0,0,161.7,53.7,27.1
26.0,0,165.6,48.6,16.0
61.0,0,155.8,59.7,34.3
25.0,0,172.5,58.2,26.7
42.0,1,187.1,92.4,23.9
62.0,1,169.1,65.3,29.2
51.0,1,168.1,75.4,24.0
23.0,1,181.2,83.6,23.1
51.0,1,181.9,96.9,20.4
46.0,0,147.6,49.2,20.5
57.0,0,149.0,54.4,37.5
50.0,0,162.0,61.0,26.2
21.0,0,155.1,41.56,21.8
31.0,1,182.2,72.9,20.3
43.0,0,164.1,58.1,24.1
35.0,1,173.0,67.9,15.4
37.0,0,162.7,71.3,30.0
50.0,1,169.3,78.3,25.3
23.0,1,163.1,70.3,23.2
28.0,1,175.0,61.1,17.2
57.0,0,151.4,58.9,33.7
27.0,1,177.3,75.88,15.4
40.0,1,169.1,66.7,26.2
34.0,1,176.8,75.3,19.8
52.0,0,170.6,67.9,25.7
23.0,0,161.7,58.4,21.6
21.0,0,157.3,57.9,29.8
25.0,1,175.8,84.6,28.8
61.0,1,172.9,75.0,23.7
27.0,0,161.0,52.6,21.7
30.0,1,174.4,68.6,12.3
24.0,0,155.4,48.0,30.2
48.0,0,155.4,51.02,27.9
63.0,0,151.4,45.8,16.2
28.0,1,170.9,78.8,20.8
31.0,1,180.3,73.3,14.5
60.0,1,171.7,77.6,15.5
45.0,1,187.5,108.1,27.0
23.0,1,172.0,88.7,27.0
49.0,1,166.5,69.1,18.1
64.0,1,169.2,76.6,17.3
26.0,1,167.3,71.8,15.0
64.0,0,157.0,56.7,35.3
21.0,0,156.9,60.6,25.8
24.0,1,178.6,88.2,24.0
43.0,1,176.4,75.1,24.3
28.0,1,175.3,82.8,23.0
41.0,0,158.2,55.2,25.7
26.0,1,178.0,67.4,17.6
51.0,1,174.3,59.1,14.4
40.0,1,176.5,72.8,13.8
35.0,1,174.3,65.9,16.4
39.0,1,179.3,86.7,25.5
52.0,0,149.4,50.7,28.4
28.0,1,175.2,79.0,23.2
50.0,1,170.9,90.0,31.8
48.0,1,164.0,54.5,16.8
24.0,1,182.0,88.2,18.1
38.0,1,171.3,65.1,15.8
63.0,1,162.4,62.4,25.7
56.0,0,153.5,46.3,20.0
58.0,1,170.7,70.0,22.5
41.0,1,184.3,78.7,15.3
52.0,0,156.2,64.5,32.6
22.0,1,174.8,74.0,20.4
22.0,1,182.5,82.0,16.1
34.0,1,175.7,80.0,23.9
29.0,1,174.6,71.4,14.6
27.0,1,176.6,75.8,10.7
31.0,0,163.6,61.8,36.0
40.0,1,181.0,73.8,13.2
28.0,1,177.7,84.9,13.7
29.0,0,157.6,48.8,32.1
22.0,1,177.4,84.5,9.2
21.0,0,162.2,55.3,24.9
51.0,0,156.8,64.5,37.1
25.0,1,187.1,86.5,8.9
34.0,1,176.4,89.8,16.8
63.0,0,158.3,54.76,28.9
43.0,1,166.3,73.0,29.2
25.0,0,163.1,53.2,27.8
41.0,0,152.8,48.62,23.2
28.0,1,165.3,69.5,21.9
23.0,0,159.2,47.7,26.0
28.0,1,171.4,72.2,14.2
31.0,1,173.5,88.2,22.9
55.0,1,178.0,65.9,15.6
41.0,1,177.9,85.9,13.6
57.0,1,163.2,61.2,26.4
52.0,0,165.0,51.6,27.8
22.0,0,156.9,49.2,21.1
44.0,0,158.5,66.9,31.3
55.0,1,175.9,74.2,15.9
57.0,0,161.3,57.4,28.2
26.0,1,179.9,76.4,14.3
56.0,1,167.0,65.9,24.8
46.0,1,167.2,68.8,24.5
28.0,0,167.5,58.7,21.9
22.0,1,165.1,60.1,12.2
41.0,1,170.1,60.6,14.4
33.0,1,163.5,54.8,18.5
32.0,1,191.7,90.2,11.0
59.0,1,168.1,66.3,15.6
27.0,1,168.0,70.8,12.5
22.0,1,184.6,90.6,23.3
27.0,1,186.7,75.8,16.2
22.0,0,160.3,49.5,27.2
28.0,0,162.2,55.3,30.2
31.0,1,174.1,76.9,20.2
28.0,1,168.7,86.2,35.7
26.0,1,177.3,78.4,17.0
41.0,1,179.0,85.5,24.3
22.0,1,170.0,66.0,17.9
23.0,1,175.1,72.7,15.8
34.0,1,174.3,57.8,18.5
60.0,1,174.0,73.3,22.9
22.0,1,157.8,62.2,20.0
40.0,1,185.6,79.4,15.6
29.0,1,181.1,84.44,21.0
21.0,0,158.9,65.2,39.4
60.0,1,165.0,55.7,20.8
24.0,1,176.0,78.4,21.3
54.0,1,161.6,59.3,17.6
60.0,1,162.1,66.3,24.2
51.0,1,168.9,70.4,26.3
29.0,1,170.5,66.8,19.0
21.0,1,171.2,71.8,25.8
61.0,1,169.7,65.1,21.3
58.0,0,163.5,62.0,34.7
49.0,1,173.2,76.1,28.4
37.0,1,181.0,84.7,16.6
50.0,0,168.2,56.5,31.6
28.0,1,169.7,78.0,32.7
42.0,1,173.1,68.6,18.6
24.0,1,176.3,78.04,20.9
60.0,1,171.3,65.0,12.6
32.0,1,174.2,77.9,20.3
24.0,1,178.5,84.4,23.1
21.0,0,158.2,58.6,30.7
31.0,1,174.3,72.7,11.4
27.0,0,166.4,53.6,23.5
25.0,0,160.0,48.9,22.1
55.0,1,163.7,66.9,21.7
43.0,1,167.1,61.3,18.4
27.0,1,174.6,66.3,13.3
26.0,1,168.1,68.2,13.8
29.0,1,162.2,73.2,20.0
26.0,0,168.9,59.9,30.1
29.0,1,181.6,74.94,17.7
24.0,1,168.4,64.74,14.8
42.0,1,176.8,76.7,26.1
21.0,1,178.0,71.7,20.4
22.0,0,163.0,51.5,23.7
57.0,0,152.4,55.2,31.0
21.0,1,174.2,74.1,19.7
22.0,1,167.7,71.4,19.9
37.0,1,178.5,75.0,15.4
23.0,1,169.5,77.1,24.7
60.0,0,156.5,55.1,35.6
32.0,1,173.2,71.0,14.7
28.0,1,175.9,80.8,25.0
52.0,0,151.4,59.6,39.6
60.0,0,152.9,51.3,28.8
46.0,1,176.7,68.6,19.8
62.0,1,168.1,73.9,17.5
29.0,1,174.6,69.4,21.9
30.0,1,185.4,88.6,17.6
27.0,1,177.5,77.6,23.1
21.0,0,160.2,56.86,16.4
25.0,0,166.2,60.9,26.5
34.0,1,170.7,53.7,11.6
59.0,0,152.5,52.3,31.8
43.0,1,163.8,72.5,22.7
24.0,1,178.3,67.1,9.7
45.0,0,159.2,51.2,15.3
43.0,0,158.3,54.0,19.1
28.0,1,182.6,71.7,10.2
53.0,0,158.8,62.9,30.1
41.0,1,169.3,54.4,24.9
22.0,1,172.1,63.8,11.2
24.0,1,179.6,65.6,13.9
50.0,1,173.2,84.1,32.0
21.0,1,168.8,58.9,16.6
56.0,0,169.0,62.9,29.5
25.0,1,168.3,72.4,16.9
42.0,1,171.7,70.5,21.1
61.0,0,155.5,53.8,30.4
46.0,1,165.8,65.0,14.7
30.0,1,168.4,56.5,15.2
25.0,0,158.9,51.8,28.3
49.0,0,158.3,55.3,20.5
21.0,0,163.5,47.5,19.0
56.0,1,167.0,72.2,24.8
32.0,1,181.2,87.0,24.0
29.0,0,157.2,47.9,22.7
22.0,0,159.3,52.6,26.9
62.0,1,162.0,73.1,34.7
21.0,1,181.9,76.6,24.4
33.0,0,163.5,50.1,20.9
55.0,1,171.3,82.34,26.3
44.0,0,165.7,57.1,21.3
23.0,1,177.1,66.7,13.0
49.0,1,168.1,64.1,18.9
22.0,1,172.8,73.8,20.5
41.0,0,164.1,67.0,36.5
51.0,0,155.7,50.4,24.5
26.0,1,175.3,70.0,19.3
43.0,0,157.0,54.0,23.2
27.0,1,176.9,98.8,27.3
26.0,0,168.7,59.1,24.3
63.0,0,151.0,55.0,32.7
24.0,1,181.6,75.82,3.5
22.0,1,172.8,64.7,18.9
37.0,0,159.4,53.8,19.9
31.0,1,178.8,97.0,27.4
29.0,0,160.7,48.4,22.8
30.0,1,169.4,73.9,20.3
52.0,0,154.5,54.4,37.0
53.0,1,172.2,59.5,22.2
21.0,0,172.4,67.7,22.5
29.0,0,156.7,52.2,26.2
41.0,0,159.6,53.5,30.6
23.0,1,174.2,67.0,16.2
60.0,1,165.9,76.8,24.6
32.0,1,182.4,91.7,23.7
55.0,1,171.1,76.4,24.2
34.0,1,166.4,63.2,22.3
51.0,0,157.2,46.3,17.1
26.0,1,169.4,69.7,23.7
35.0,1,178.7,82.5,22.2
28.0,1,169.6,69.6,28.75584
23.0,1,177.4,73.62,12.2
23.0,0,161.3,66.4,35.9
39.0,1,181.5,70.1,13.2
21.0,0,173.7,62.5,22.7
22.0,0,153.2,58.6,22.7
49.0,1,170.3,89.1,26.1
25.0,1,171.7,73.8,17.9
21.0,1,170.0,61.7,18.1
28.0,0,160.7,63.0,33.1
60.0,1,170.0,76.0,23.9
24.0,0,162.3,59.3,29.7
33.0,1,184.9,104.3,27.5
62.0,1,164.2,68.96,21.3
60.0,1,169.4,68.0,15.9
27.0,0,165.5,67.6,22.0
37.0,1,177.0,74.0,18.5
29.0,0,168.8,63.82,18.8
32.0,1,170.4,77.5,19.1
21.0,0,170.3,63.2,21.5
50.0,0,161.5,52.0,17.9
25.0,0,164.5,68.5,38.7
50.0,0,163.7,58.2,25.6
26.0,0,161.6,53.3,19.02328
33.0,1,175.6,72.9,16.9
26.0,1,167.0,60.0,12.6
59.0,0,162.6,52.98,24.5
30.0,1,173.0,86.5,23.5
30.0,0,161.9,46.8,19.4
58.0,0,168.6,92.9,45.0
29.0,0,163.8,46.7,21.8
25.0,1,170.8,83.9,25.3
26.0,1,181.8,82.56,23.9
28.0,1,176.7,85.8,25.7
45.0,0,165.5,54.1,21.5
37.0,1,180.2,77.2,24.4
60.0,1,172.4,66.5,26.5
46.0,1,172.3,56.3,32.0
52.0,0,160.0,60.5,33.5
29.0,0,157.3,45.3,23.6
24.0,1,187.6,69.5,7.5
28.0,1,175.2,67.2,14.5
35.0,1,168.1,85.6,28.0
63.0,1,173.0,78.0,23.7
60.0,1,171.6,73.5,20.7
50.0,1,178.2,88.4,23.4
52.0,1,157.8,62.9,22.0
57.0,0,156.8,60.9,36.2
23.0,1,170.1,62.2,9.8
62.0,1,163.3,59.84,17.9
31.0,1,170.6,68.3,25.8
53.0,1,167.7,100.1,39.9
45.0,0,156.6,60.6,29.7
33.0,0,167.4,69.9,36.4
44.0,1,172.6,75.9,20.6
28.0,1,178.7,81.9,26.9
25.0,1,171.6,67.1,12.5
33.0,0,163.5,58.1,22.6
50.0,0,155.7,87.3,46.0
36.0,0,164.8,58.8,25.8
22.0,1,179.1,74.7,13.2
29.0,0,163.5,52.2,22.8
43.0,1,175.4,81.8,24.0
22.0,1,173.5,71.18,18.4
27.0,1,181.1,60.9,10.8
22.0,1,175.9,90.7,21.4
23.0,1,181.0,69.4,10.0
23.0,1,173.6,85.7,23.7
64.0,1,174.6,65.3,17.2
60.0,1,179.9,81.3,24.6
40.0,0,154.9,48.8,24.9
36.0,1,179.2,79.5,16.7
64.0,1,170.7,62.2,20.3
25.0,1,177.5,69.7,12.5
64.0,1,172.1,72.88,21.8
60.0,0,152.3,52.5,26.5
60.0,0,155.8,69.0,38.8
23.0,0,159.8,52.7,17.0
30.0,1,170.6,70.7,21.4
24.0,1,179.6,80.9,28.6
31.0,1,173.7,78.4,25.4
56.0,0,158.7,63.7,35.5
60.0,1,168.6,81.7,22.6
26.0,1,179.4,73.8,16.7
56.0,0,162.1,55.1,28.3
55.0,0,154.7,50.6,19.9
41.0,1,176.9,71.1,26.9
48.0,1,159.7,59.4,18.9
33.0,0,166.0,58.1,25.2
47.0,1,172.8,81.7,24.8
21.0,0,160.3,61.0,36.0
57.0,0,154.0,59.6,40.8
28.0,1,170.6,74.9,21.8
30.0,0,164.1,50.9,18.2
50.0,1,166.7,68.8,22.9
58.0,1,174.0,69.6,19.3
30.0,0,164.2,58.9,35.8
25.0,0,163.1,53.4,25.4
37.0,0,168.2,54.1,28.4
29.0,0,166.3,53.6,27.2
27.0,1,165.3,63.1,14.1
35.0,0,166.6,64.4,29.1
30.0,1,179.8,80.6,22.5
28.0,1,179.7,69.9,14.1
38.0,0,171.4,56.3,29.6
39.0,0,162.2,54.4,19.1
53.0,1,173.7,64.7,12.8
